tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,player_name,team_two_players,team_one_nationalities,team_two_nationalities,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores,round_rank,advancing_player_name,game_1_points_won,game_1_points_lost,game_2_points_won,game_2_points_lost,game_3_points_won,game_3_points_lost,team_one_players
HSBC BWF World Tour Finals 2020 (New Dates),Bangkok,Thailand,27-01-2021,HSBC BWF World Tour Finals,MS,Round 1,1,3,0,15-21,21-16,21-18,Srikanth Kidambi,,DEN,IND,57,55,5,5,3,1,3,4,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '1-6', '1-7', '2-7', '3-7', '4-7', '4-8', '5-8', '5-9', '6-9', '7-9', '7-10', '8-10', '8-11', '9-11', '9-12', '10-12', '11-12', '12-12', '12-13', '13-13', '13-14', '13-15', '13-16', '14-16', '14-17', '14-18', '14-19', '15-19', '15-20', '15-21']",5.0,5.0,1.0,0.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '4-2', '5-2', '5-3', '5-4', '6-4', '6-5', '7-5', '8-5', '9-5', '9-6', '9-7', '10-7', '11-7', '12-7', '12-8', '12-9', '13-9', '14-9', '15-9', '15-10', '16-10', '16-11', '16-12', '16-13', '16-14', '16-15', '17-15', '17-16', '18-16', '19-16', '20-16', '21-16']",4.0,2.0,2.0,0.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '3-3', '3-4', '3-5', '4-5', '5-5', '5-6', '5-7', '6-7', '6-8', '7-8', '7-9', '8-9', '8-10', '9-10', '9-11', '9-12', '10-12', '11-12', '11-13', '12-13', '13-13', '14-13', '14-14', '14-15', '15-15', '16-15', '16-16', '16-17', '17-17', '18-17', '19-17', '20-17', '20-18', '21-18']",5,,15,21,21,16,21,18,Anders Antonsen
HSBC BWF World Tour Finals 2020 (New Dates),Bangkok,Thailand,27-01-2021,HSBC BWF World Tour Finals,MS,Round 1,1,2,0,21-17,21-8,0-0,Anthony Sinisuka Ginting,,DEN,INA,42,25,7,3,2,0,4,3,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '3-3', '4-3', '4-4', '4-5', '5-5', '6-5', '6-6', '7-6', '7-7', '7-8', '8-8', '8-9', '8-10', '9-10', '10-10', '11-10', '11-11', '12-11', '12-12', '13-12', '13-13', '14-13', '15-13', '15-14', '15-15', '15-16', '16-16', '17-16', '17-17', '18-17', '19-17', '20-17', '21-17']",7.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '5-1', '5-2', '6-2', '7-2', '8-2', '9-2', '10-2', '11-2', '12-2', '12-3', '13-3', '14-3', '15-3', '15-4', '15-5', '15-6', '16-6', '16-7', '17-7', '18-7', '18-8', '19-8', '20-8', '21-8']",,,,,[],5,,21,17,21,8,0,0,Viktor Axelsen
HSBC BWF World Tour Finals 2020 (New Dates),Bangkok,Thailand,27-01-2021,HSBC BWF World Tour Finals,MS,Round 1,1,2,0,21-10,21-14,0-0,Ka Long Angus Ng,,TPE,HKG,42,24,6,3,4,0,5,2,3,0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '3-4', '4-4', '4-5', '5-5', '6-5', '7-5', '8-5', '8-6', '9-6', '10-6', '10-7', '11-7', '12-7', '13-7', '14-7', '15-7', '15-8', '16-8', '17-8', '18-8', '19-8', '20-8', '20-9', '20-10', '21-10']",5.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '6-1', '6-2', '7-2', '7-3', '7-4', '8-4', '8-5', '8-6', '9-6', '10-6', '11-6', '11-7', '11-8', '12-8', '13-8', '13-9', '14-9', '14-10', '15-10', '15-11', '15-12', '15-13', '16-13', '17-13', '17-14', '18-14', '19-14', '20-14', '21-14']",,,,,[],5,,21,10,21,14,0,0,Tzu Wei Wang
HSBC BWF World Tour Finals 2020 (New Dates),Bangkok,Thailand,27-01-2021,HSBC BWF World Tour Finals,MS,Round 1,1,3,0,21-16,12-21,21-11,Zii Jia Lee,,TPE,MAS,54,48,5,4,5,2,4,3,3,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '5-2', '5-3', '6-3', '7-3', '7-4', '8-4', '9-4', '10-4', '10-5', '10-6', '11-6', '12-6', '12-7', '12-8', '13-8', '13-9', '13-10', '13-11', '14-11', '15-11', '15-12', '15-13', '16-13', '16-14', '17-14', '18-14', '19-14', '20-14', '20-15', '20-16', '21-16']",3.0,4.0,0.0,2.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '3-7', '4-7', '5-7', '5-8', '6-8', '7-8', '7-9', '7-10', '7-11', '7-12', '8-12', '8-13', '9-13', '9-14', '9-15', '10-15', '10-16', '10-17', '10-18', '11-18', '11-19', '11-20', '12-20', '12-21']",5.0,3.0,2.0,0.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '3-3', '4-3', '5-3', '5-4', '6-4', '7-4', '7-5', '8-5', '9-5', '9-6', '10-6', '11-6', '11-7', '12-7', '13-7', '14-7', '14-8', '15-8', '15-9', '15-10', '16-10', '17-10', '18-10', '19-10', '20-10', '20-11', '21-11']",5,,21,16,12,21,21,11,Tien Chen Chou
HSBC BWF World Tour Finals 2020 (New Dates),Bangkok,Thailand,28-01-2021,HSBC BWF World Tour Finals,MS,Round 2,1,2,0,21-19,21-11,0-0,Anthony Sinisuka Ginting,,TPE,INA,42,30,7,4,5,0,5,4,2,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '4-3', '4-4', '4-5', '4-6', '4-7', '5-7', '6-7', '6-8', '6-9', '7-9', '7-10', '7-11', '7-12', '7-13', '8-13', '9-13', '10-13', '11-13', '11-14', '12-14', '12-15', '13-15', '13-16', '14-16', '15-16', '15-17', '15-18', '16-18', '17-18', '18-18', '19-18', '20-18', '20-19', '21-19']",7.0,2.0,3.0,0.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '5-4', '6-4', '7-4', '7-5', '8-5', '8-6', '9-6', '9-7', '10-7', '11-7', '12-7', '12-8', '13-8', '13-9', '14-9', '15-9', '16-9', '17-9', '18-9', '19-9', '20-9', '20-10', '20-11', '21-11']",,,,,[],4,,21,19,21,11,0,0,Tien Chen Chou
HSBC BWF World Tour Finals 2020 (New Dates),Bangkok,Thailand,28-01-2021,HSBC BWF World Tour Finals,MS,Round 2,1,2,0,21-15,21-4,0-0,Zii Jia Lee,,DEN,MAS,42,19,12,3,2,0,6,3,1,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '9-4', '10-4', '11-4', '11-5', '12-5', '13-5', '13-6', '13-7', '14-7', '14-8', '14-9', '14-10', '15-10', '15-11', '16-11', '16-12', '17-12', '17-13', '17-14', '18-14', '18-15', '19-15', '20-15', '21-15']",12.0,2.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '5-2', '6-2', '7-2', '8-2', '9-2', '10-2', '11-2', '12-2', '13-2', '14-2', '15-2', '16-2', '16-3', '16-4', '17-4', '18-4', '19-4', '20-4', '21-4']",,,,,[],4,,21,15,21,4,0,0,Viktor Axelsen
HSBC BWF World Tour Finals 2020 (New Dates),Bangkok,Thailand,28-01-2021,HSBC BWF World Tour Finals,MS,Round 2,1,3,0,19-21,21-9,21-19,Srikanth Kidambi,,TPE,IND,61,49,7,4,5,2,4,4,0,2,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '4-5', '5-5', '6-5', '7-5', '8-5', '8-6', '8-7', '8-8', '8-9', '9-9', '10-9', '10-10', '10-11', '10-12', '11-12', '11-13', '11-14', '11-15', '11-16', '12-16', '12-17', '13-17', '13-18', '14-18', '15-18', '16-18', '16-19', '17-19', '18-19', '18-20', '19-20', '19-21']",7.0,3.0,1.0,0.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '3-3', '4-3', '5-3', '5-4', '5-5', '6-5', '7-5', '8-5', '9-5', '10-5', '11-5', '12-5', '12-6', '13-6', '14-6', '15-6', '16-6', '16-7', '16-8', '16-9', '17-9', '18-9', '19-9', '20-9', '21-9']",7.0,4.0,4.0,0.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '4-4', '5-4', '6-4', '7-4', '8-4', '8-5', '8-6', '8-7', '9-7', '9-8', '9-9', '9-10', '10-10', '11-10', '12-10', '12-11', '12-12', '12-13', '13-13', '14-13', '15-13', '16-13', '17-13', '17-14', '17-15', '17-16', '18-16', '19-16', '20-16', '20-17', '20-18', '20-19', '21-19']",4,,19,21,21,9,21,19,Tzu Wei Wang
HSBC BWF World Tour Finals 2020 (New Dates),Bangkok,Thailand,28-01-2021,HSBC BWF World Tour Finals,MS,Round 2,1,2,0,21-19,21-16,0-0,Ka Long Angus Ng,,DEN,HKG,42,35,5,4,2,0,3,3,1,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '4-3', '4-4', '4-5', '5-5', '6-5', '6-6', '7-6', '8-6', '8-7', '9-7', '9-8', '9-9', '10-9', '10-10', '10-11', '10-12', '11-12', '11-13', '12-13', '13-13', '13-14', '14-14', '15-14', '15-15', '16-15', '17-15', '17-16', '17-17', '18-17', '18-18', '18-19', '19-19', '20-19', '21-19']",5.0,4.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '3-7', '4-7', '4-8', '4-9', '5-9', '5-10', '5-11', '6-11', '7-11', '8-11', '9-11', '9-12', '9-13', '10-13', '11-13', '12-13', '13-13', '14-13', '14-14', '15-14', '16-14', '16-15', '17-15', '18-15', '19-15', '19-16', '20-16', '21-16']",,,,,[],4,,21,19,21,16,0,0,Anders Antonsen
HSBC BWF World Tour Finals 2020 (New Dates),Bangkok,Thailand,29-01-2021,HSBC BWF World Tour Finals,MS,Round 3,1,2,0,21-10,21-14,0-0,Tien Chen Chou,,DEN,TPE,42,24,9,3,2,0,9,3,1,0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '9-4', '10-4', '11-4', '12-4', '12-5', '13-5', '14-5', '15-5', '15-6', '15-7', '16-7', '17-7', '18-7', '18-8', '19-8', '19-9', '19-10', '20-10', '21-10']",4.0,3.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '5-5', '6-5', '6-6', '7-6', '8-6', '8-7', '9-7', '10-7', '11-7', '11-8', '12-8', '13-8', '14-8', '15-8', '15-9', '16-9', '17-9', '18-9', '18-10', '18-11', '18-12', '19-12', '19-13', '19-14', '20-14', '21-14']",,,,,[],3,,21,10,21,14,0,0,Viktor Axelsen
HSBC BWF World Tour Finals 2020 (New Dates),Bangkok,Thailand,29-01-2021,HSBC BWF World Tour Finals,MS,Round 3,1,3,0,12-21,21-18,21-19,Srikanth Kidambi,,HKG,IND,54,58,5,7,2,1,4,5,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '5-4', '6-4', '6-5', '7-5', '7-6', '7-7', '7-8', '7-9', '7-10', '8-10', '8-11', '8-12', '9-12', '9-13', '9-14', '9-15', '10-15', '10-16', '11-16', '11-17', '12-17', '12-18', '12-19', '12-20', '12-21']",5.0,6.0,1.0,0.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '6-5', '7-5', '8-5', '9-5', '9-6', '9-7', '10-7', '10-8', '10-9', '10-10', '10-11', '10-12', '10-13', '11-13', '12-13', '13-13', '14-13', '15-13', '15-14', '15-15', '15-16', '16-16', '17-16', '17-17', '18-17', '18-18', '19-18', '20-18', '21-18']",3.0,4.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '7-3', '7-4', '8-4', '8-5', '8-6', '9-6', '9-7', '9-8', '10-8', '11-8', '12-8', '12-9', '12-10', '13-10', '13-11', '14-11', '14-12', '14-13', '14-14', '14-15', '15-15', '15-16', '16-16', '17-16', '17-17', '18-17', '19-17', '19-18', '19-19', '20-19', '21-19']",3,,12,21,21,18,21,19,Ka Long Angus Ng
HSBC BWF World Tour Finals 2020 (New Dates),Bangkok,Thailand,30-01-2021,HSBC BWF World Tour Finals,MS,Semi final,1,3,0,21-18,14-21,21-16,Tzu Wei Wang,,DEN,TPE,56,55,5,8,4,1,4,4,3,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '6-6', '6-7', '7-7', '8-7', '8-8', '9-8', '10-8', '11-8', '11-9', '12-9', '13-9', '14-9', '15-9', '15-10', '15-11', '16-11', '17-11', '18-11', '18-12', '18-13', '18-14', '18-15', '19-15', '19-16', '20-16', '20-17', '20-18', '21-18']",4.0,8.0,0.0,1.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '2-8', '2-9', '3-9', '3-10', '3-11', '3-12', '4-12', '5-12', '6-12', '7-12', '7-13', '8-13', '8-14', '9-14', '10-14', '11-14', '11-15', '11-16', '11-17', '11-18', '12-18', '13-18', '13-19', '14-19', '14-20', '14-21']",5.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '4-3', '4-4', '5-4', '5-5', '5-6', '6-6', '7-6', '7-7', '7-8', '8-8', '9-8', '9-9', '10-9', '11-9', '12-9', '13-9', '14-9', '14-10', '14-11', '14-12', '15-12', '15-13', '16-13', '16-14', '16-15', '17-15', '17-16', '18-16', '19-16', '20-16', '21-16']",2,,21,18,14,21,21,16,Anders Antonsen
HSBC BWF World Tour Finals 2020 (New Dates),Bangkok,Thailand,30-01-2021,HSBC BWF World Tour Finals,MS,Semi final,1,2,0,21-16,21-9,0-0,Tien Chen Chou,,DEN,TPE,42,25,6,4,2,0,4,4,1,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '6-5', '7-5', '8-5', '8-6', '9-6', '9-7', '10-7', '10-8', '11-8', '11-9', '11-10', '11-11', '11-12', '12-12', '13-12', '14-12', '14-13', '15-13', '15-14', '16-14', '16-15', '17-15', '18-15', '18-16', '19-16', '20-16', '21-16']",4.0,2.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '5-1', '6-1', '6-2', '7-2', '8-2', '8-3', '9-3', '9-4', '10-4', '10-5', '11-5', '12-5', '12-6', '12-7', '13-7', '14-7', '15-7', '16-7', '16-8', '17-8', '18-8', '19-8', '19-9', '20-9', '21-9']",,,,,[],2,,21,16,21,9,0,0,Viktor Axelsen
YONEX Swiss Open 2021 (New Dates),Basel,Switzerland,03-03-2021,HSBC BWF World Tour Super 300,MS,Round of 32,1,3,0,12-21,21-17,21-8,Nhat Nguyen,,THA,IRL,54,46,6,4,4,2,2,4,0,2,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '2-6', '2-7', '2-8', '3-8', '3-9', '4-9', '4-10', '5-10', '5-11', '6-11', '6-12', '6-13', '6-14', '7-14', '8-14', '8-15', '9-15', '9-16', '10-16', '11-16', '11-17', '11-18', '11-19', '11-20', '12-20', '12-21']",6.0,3.0,3.0,0.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '2-5', '3-5', '4-5', '5-5', '5-6', '6-6', '6-7', '6-8', '7-8', '8-8', '8-9', '9-9', '9-10', '10-10', '10-11', '10-12', '10-13', '11-13', '11-14', '12-14', '13-14', '14-14', '14-15', '15-15', '16-15', '17-15', '18-15', '19-15', '20-15', '20-16', '20-17', '21-17']",5.0,2.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '5-2', '6-2', '6-3', '7-3', '8-3', '9-3', '9-4', '10-4', '11-4', '12-4', '12-5', '13-5', '13-6', '13-7', '14-7', '15-7', '16-7', '17-7', '18-7', '18-8', '19-8', '20-8', '21-8']",5,,12,21,21,17,21,8,Khosit Phetpradab
YONEX Swiss Open 2021 (New Dates),Basel,Switzerland,03-03-2021,HSBC BWF World Tour Super 300,MS,Round of 32,1,2,0,21-15,21-10,0-0,Joo Ven Soong,,INA,MAS,42,25,9,5,3,0,5,4,2,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '3-4', '3-5', '3-6', '4-6', '4-7', '5-7', '6-7', '7-7', '8-7', '9-7', '9-8', '10-8', '10-9', '11-9', '12-9', '13-9', '14-9', '15-9', '15-10', '15-11', '16-11', '17-11', '18-11', '18-12', '18-13', '19-13', '19-14', '20-14', '20-15', '21-15']",9.0,5.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '5-1', '6-1', '6-2', '6-3', '6-4', '6-5', '6-6', '7-6', '8-6', '9-6', '10-6', '11-6', '12-6', '13-6', '14-6', '15-6', '15-7', '15-8', '16-8', '17-8', '17-9', '18-9', '18-10', '19-10', '20-10', '21-10']",,,,,[],5,,21,15,21,10,0,0,Shesar Hiren Rhustavito
YONEX Swiss Open 2021 (New Dates),Basel,Switzerland,03-03-2021,HSBC BWF World Tour Super 300,MS,Round of 32,1,3,0,21-19,9-21,21-17,H. S. Prannoy,,NED,IND,51,57,7,8,7,2,7,4,5,0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '5-5', '6-5', '6-6', '6-7', '6-8', '7-8', '7-9', '8-9', '9-9', '10-9', '10-10', '11-10', '12-10', '12-11', '12-12', '12-13', '13-13', '13-14', '13-15', '14-15', '15-15', '16-15', '17-15', '18-15', '19-15', '20-15', '20-16', '20-17', '20-18', '20-19', '21-19']",2.0,8.0,0.0,2.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '1-6', '1-7', '1-8', '1-9', '2-9', '2-10', '2-11', '2-12', '3-12', '4-12', '4-13', '5-13', '5-14', '6-14', '7-14', '7-15', '7-16', '8-16', '8-17', '8-18', '8-19', '8-20', '9-20', '9-21']",5.0,3.0,2.0,0.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '4-3', '5-3', '6-3', '6-4', '6-5', '7-5', '7-6', '7-7', '8-7', '9-7', '9-8', '10-8', '10-9', '10-10', '10-11', '11-11', '11-12', '11-13', '12-13', '13-13', '14-13', '15-13', '16-13', '16-14', '17-14', '17-15', '17-16', '18-16', '19-16', '20-16', '20-17', '21-17']",5,,21,19,9,21,21,17,Mark Caljouw
YONEX Swiss Open 2021 (New Dates),Basel,Switzerland,03-03-2021,HSBC BWF World Tour Super 300,MS,Round of 32,1,2,0,21-12,21-16,0-0,Daren Liew,,THA,MAS,42,28,5,4,2,0,5,4,1,0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '3-5', '4-5', '5-5', '6-5', '6-6', '6-7', '7-7', '8-7', '8-8', '9-8', '10-8', '11-8', '12-8', '12-9', '12-10', '12-11', '13-11', '14-11', '15-11', '16-11', '17-11', '17-12', '18-12', '19-12', '20-12', '21-12']",5.0,3.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '5-3', '5-4', '6-4', '7-4', '7-5', '7-6', '7-7', '8-7', '8-8', '9-8', '10-8', '11-8', '11-9', '11-10', '12-10', '12-11', '13-11', '14-11', '15-11', '16-11', '17-11', '17-12', '17-13', '18-13', '18-14', '19-14', '19-15', '19-16', '20-16', '21-16']",,,,,[],5,,21,12,21,16,0,0,Kantaphon Wangcharoen
YONEX Swiss Open 2021 (New Dates),Basel,Switzerland,03-03-2021,HSBC BWF World Tour Super 300,MS,Round of 32,1,2,0,21-12,21-13,0-0,Sitthikom Thammasin,,IND,THA,42,25,5,4,3,0,5,4,2,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '6-3', '7-3', '7-4', '7-5', '7-6', '7-7', '8-7', '9-7', '10-7', '10-8', '11-8', '11-9', '12-9', '12-10', '13-10', '14-10', '15-10', '15-11', '16-11', '17-11', '18-11', '19-11', '20-11', '20-12', '21-12']",5.0,3.0,1.0,0.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '7-3', '8-3', '8-4', '9-4', '10-4', '11-4', '12-4', '12-5', '12-6', '12-7', '13-7', '13-8', '13-9', '14-9', '14-10', '14-11', '15-11', '16-11', '16-12', '16-13', '17-13', '18-13', '19-13', '20-13', '21-13']",,,,,[],5,,21,12,21,13,0,0,Ajay Jayaram
YONEX Swiss Open 2021 (New Dates),Basel,Switzerland,03-03-2021,HSBC BWF World Tour Super 300,MS,Round of 32,1,2,0,21-17,21-7,0-0,Jason Anthony Ho-Shue,,DEN,CAN,42,24,6,3,2,0,5,3,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '5-2', '6-2', '6-3', '6-4', '6-5', '7-5', '8-5', '9-5', '9-6', '9-7', '10-7', '11-7', '11-8', '11-9', '12-9', '13-9', '14-9', '14-10', '14-11', '14-12', '15-12', '15-13', '15-14', '16-14', '17-14', '18-14', '18-15', '18-16', '18-17', '19-17', '20-17', '21-17']",6.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '5-2', '6-2', '7-2', '8-2', '8-3', '9-3', '10-3', '11-3', '11-4', '11-5', '11-6', '12-6', '13-6', '14-6', '15-6', '15-7', '16-7', '17-7', '18-7', '19-7', '20-7', '21-7']",,,,,[],5,,21,17,21,7,0,0,Viktor Axelsen
YONEX Swiss Open 2021 (New Dates),Basel,Switzerland,03-03-2021,HSBC BWF World Tour Super 300,MS,Round of 32,1,2,0,21-15,21-10,0-0,Kashyap Parupalli,,ESP,IND,42,25,8,5,3,0,8,5,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '4-3', '4-4', '4-5', '5-5', '6-5', '7-5', '8-5', '9-5', '10-5', '11-5', '12-5', '12-6', '13-6', '13-7', '14-7', '15-7', '15-8', '16-8', '16-9', '17-9', '17-10', '17-11', '17-12', '17-13', '17-14', '18-14', '18-15', '19-15', '20-15', '21-15']",7.0,2.0,2.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '5-1', '6-1', '7-1', '7-2', '8-2', '8-3', '9-3', '9-4', '10-4', '10-5', '11-5', '12-5', '13-5', '14-5', '15-5', '15-6', '16-6', '16-7', '16-8', '17-8', '18-8', '18-9', '19-9', '20-9', '20-10', '21-10']",,,,,[],5,,21,15,21,10,0,0,Pablo Abian
YONEX Swiss Open 2021 (New Dates),Basel,Switzerland,03-03-2021,HSBC BWF World Tour Super 300,MS,Round of 32,1,3,0,18-21,21-18,21-11,Sameer Verma,,IND,IND,60,50,7,5,3,2,3,4,0,2,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '3-7', '4-7', '4-8', '4-9', '5-9', '5-10', '5-11', '6-11', '7-11', '7-12', '7-13', '8-13', '9-13', '10-13', '10-14', '11-14', '11-15', '11-16', '12-16', '13-16', '14-16', '14-17', '15-17', '16-17', '16-18', '16-19', '17-19', '17-20', '18-20', '18-21']",4.0,5.0,2.0,0.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '4-2', '5-2', '5-3', '5-4', '5-5', '5-6', '5-7', '6-7', '6-8', '6-9', '7-9', '7-10', '7-11', '7-12', '8-12', '9-12', '9-13', '9-14', '10-14', '11-14', '12-14', '12-15', '13-15', '13-16', '14-16', '15-16', '16-16', '16-17', '17-17', '18-17', '19-17', '20-17', '20-18', '21-18']",7.0,5.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '5-1', '5-2', '6-2', '7-2', '7-3', '7-4', '7-5', '7-6', '7-7', '8-7', '9-7', '9-8', '10-8', '11-8', '12-8', '12-9', '13-9', '13-10', '14-10', '14-11', '15-11', '16-11', '17-11', '18-11', '19-11', '20-11', '21-11']",5,,18,21,21,18,21,11,Srikanth Kidambi
YONEX Swiss Open 2021 (New Dates),Basel,Switzerland,03-03-2021,HSBC BWF World Tour Super 300,MS,Round of 32,1,2,0,21-18,21-14,0-0,Xiaodong Sheng,,FRA,CAN,42,32,5,3,5,0,4,3,4,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '7-2', '7-3', '7-4', '8-4', '9-4', '10-4', '10-5', '10-6', '10-7', '11-7', '11-8', '11-9', '12-9', '12-10', '13-10', '14-10', '14-11', '14-12', '15-12', '16-12', '16-13', '16-14', '17-14', '17-15', '18-15', '19-15', '20-15', '20-16', '20-17', '20-18', '21-18']",5.0,3.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '6-4', '6-5', '6-6', '7-6', '8-6', '9-6', '10-6', '10-7', '10-8', '11-8', '11-9', '11-10', '11-11', '12-11', '12-12', '13-12', '14-12', '15-12', '15-13', '16-13', '16-14', '17-14', '18-14', '19-14', '20-14', '21-14']",,,,,[],5,,21,18,21,14,0,0,Thomas Rouxel
YONEX Swiss Open 2021 (New Dates),Basel,Switzerland,04-03-2021,HSBC BWF World Tour Super 300,MS,Round of 16,1,3,0,21-10,14-21,21-14,Thomas Rouxel,,IND,FRA,56,45,7,7,4,1,6,2,1,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '4-4', '5-4', '6-4', '7-4', '8-4', '8-5', '9-5', '10-5', '11-5', '12-5', '12-6', '12-7', '13-7', '14-7', '14-8', '14-9', '15-9', '15-10', '16-10', '17-10', '18-10', '19-10', '20-10', '21-10']",7.0,7.0,0.0,1.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '5-1', '6-1', '7-1', '7-2', '7-3', '8-3', '9-3', '9-4', '9-5', '10-5', '10-6', '10-7', '10-8', '11-8', '11-9', '11-10', '12-10', '12-11', '13-11', '13-12', '13-13', '13-14', '13-15', '13-16', '13-17', '13-18', '14-18', '14-19', '14-20', '14-21']",4.0,3.0,3.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '5-1', '6-1', '7-1', '8-1', '8-2', '8-3', '8-4', '9-4', '9-5', '9-6', '9-7', '10-7', '11-7', '12-7', '13-7', '13-8', '14-8', '15-8', '15-9', '16-9', '16-10', '16-11', '16-12', '17-12', '18-12', '19-12', '20-12', '20-13', '20-14', '21-14']",4,,21,10,14,21,21,14,Srikanth Kidambi
